student_id,gender,age,math_score,reading_score,writing_score,attendance_rate,study_hours_per_week,parental_education,internet_access,lunch,test_preparation_course,average_score
6533.0,male,,55.0,59.0,37.0,55.46,5.0,,yes,standard,none,50.333333333333336
7940.0,female,21.0,75.0,9.0,24.0,60.98,36.4,,no,standard,none,36.0
1874.0,female,18.0,59.0,15.0,49.0,51.39,30.1,bachelor,no,standard,none,
9871.0,female,18.0,37.0,84.0,69.0,89.14,,,,free/reduced,completed,63.333333333333336
8077.0,female,18.0,6.0,60.0,8.0,99.28,10.3,,,free/reduced,completed,24.666666666666668
19.0,female,15.0,33.0,87.0,61.0,95.37,34.4,bachelor,no,free/reduced,completed,60.333333333333336
10308.0,female,18.0,59.0,91.0,96.0,64.25,32.2,phd,yes,standard,completed,82.0
8974.0,male,18.0,34.0,43.0,77.0,68.3,22.4,master,yes,free/reduced,completed,51.333333333333336
4400.0,male,18.0,,,16.0,62.57,27.7,,yes,standard,completed,
1814.0,male,16.0,68.0,71.0,40.0,66.43,37.9,master,no,free/reduced,completed,59.666666666666664
11610.0,male,21.0,93.0,37.0,52.0,87.02,,,yes,standard,completed,60.666666666666664
,male,15.0,52.0,25.0,93.0,81.3,32.7,bachelor,,free/reduced,completed,56.666666666666664
8279.0,female,,32.0,17.0,14.0,69.45,39.1,high school,yes,free/reduced,completed,21.0
2129.0,male,18.0,24.0,43.0,87.0,52.44,27.3,phd,,free/reduced,none,
3617.0,male,19.0,17.0,16.0,100.0,64.6,28.3,high school,no,free/reduced,completed,44.333333333333336
10997.0,female,16.0,82.0,59.0,59.0,65.97,39.3,phd,,free/reduced,completed,66.66666666666667
3420.0,male,20.0,,98.0,95.0,64.53,2.7,,yes,standard,none,67.66666666666667
6357.0,male,17.0,28.0,96.0,2.0,60.83,31.6,,yes,standard,none,42.0
367.0,female,17.0,60.0,66.0,77.0,91.52,14.8,bachelor,,standard,completed,67.66666666666667
1641.0,female,20.0,90.0,2.0,59.0,68.27,1.6,high school,,,completed,50.333333333333336
9117.0,male,15.0,70.0,60.0,75.0,67.6,33.2,phd,,,completed,
7211.0,male,21.0,45.0,95.0,48.0,62.92,7.5,,,free/reduced,none,62.666666666666664
1228.0,female,15.0,87.0,70.0,36.0,82.59,25.3,bachelor,,standard,completed,64.33333333333333
8124.0,male,20.0,68.0,92.0,12.0,,5.2,bachelor,yes,free/reduced,completed,57.333333333333336
1972.0,male,,30.0,2.0,31.0,70.26,11.0,,,free/reduced,,21.0
4192.0,male,15.0,27.0,7.0,73.0,93.8,21.6,phd,,free/reduced,none,35.666666666666664
5087.0,female,16.0,24.0,14.0,81.0,97.12,14.1,,,standard,completed,39.666666666666664
8038.0,male,21.0,0.0,84.0,30.0,76.45,14.5,,,,none,38.0
8650.0,,20.0,35.0,90.0,87.0,56.89,32.4,,no,free/reduced,completed,
1589.0,male,15.0,,27.0,33.0,72.74,,master,no,free/reduced,completed,48.333333333333336
8853.0,,15.0,91.0,15.0,81.0,88.76,,bachelor,no,free/reduced,none,62.333333333333336
6202.0,female,20.0,30.0,79.0,,70.23,39.1,high school,yes,free/reduced,completed,48.666666666666664
4519.0,female,21.0,24.0,24.0,26.0,88.92,21.4,master,,free/reduced,completed,24.666666666666668
3063.0,female,20.0,,58.0,22.0,70.71,28.6,bachelor,no,,none,44.0
6453.0,female,15.0,22.0,22.0,15.0,74.85,1.6,bachelor,,standard,none,19.666666666666668
10774.0,female,20.0,37.0,64.0,22.0,50.98,14.8,bachelor,no,free/reduced,none,41.0
5130.0,female,20.0,,52.0,48.0,,10.0,bachelor,no,free/reduced,none,46.333333333333336
,female,20.0,86.0,97.0,31.0,94.88,,high school,,standard,none,71.33333333333333
6184.0,female,16.0,66.0,74.0,63.0,64.55,30.2,master,no,standard,none,67.66666666666667
6619.0,male,18.0,40.0,78.0,20.0,58.51,15.2,,yes,standard,completed,46.0
5969.0,male,18.0,98.0,21.0,6.0,,22.5,high school,,standard,none,41.666666666666664
6379.0,male,16.0,97.0,37.0,51.0,61.93,17.5,bachelor,no,free/reduced,none,61.666666666666664
8762.0,male,21.0,,77.0,78.0,,25.4,,no,standard,completed,83.0
,male,15.0,63.0,21.0,92.0,61.88,5.0,bachelor,,free/reduced,none,58.666666666666664
9336.0,female,21.0,16.0,66.0,,96.06,22.8,high school,yes,standard,completed,39.666666666666664
9948.0,female,18.0,74.0,68.0,96.0,65.46,19.4,phd,no,standard,completed,
8978.0,female,,53.0,97.0,80.0,53.18,37.8,master,no,free/reduced,none,76.66666666666667
7683.0,female,21.0,44.0,67.0,59.0,74.27,35.6,bachelor,no,free/reduced,completed,56.666666666666664
11882.0,male,19.0,81.0,70.0,34.0,64.71,26.8,master,,free/reduced,none,61.666666666666664
,,18.0,,66.0,90.0,60.16,,bachelor,,standard,none,55.666666666666664
1030.0,male,17.0,18.0,85.0,84.0,88.36,37.9,high school,yes,free/reduced,completed,62.333333333333336
4010.0,,19.0,6.0,91.0,94.0,54.32,12.1,master,no,,completed,63.666666666666664
7796.0,female,20.0,34.0,43.0,11.0,80.71,39.2,high school,no,free/reduced,completed,29.333333333333332
8502.0,male,19.0,11.0,68.0,,67.89,34.3,,,free/reduced,none,44.333333333333336
5934.0,female,20.0,80.0,30.0,62.0,58.47,13.5,bachelor,,free/reduced,,57.333333333333336
10728.0,male,19.0,18.0,64.0,98.0,72.8,27.9,,,free/reduced,completed,60.0
4621.0,male,21.0,70.0,89.0,84.0,81.14,36.7,,no,free/reduced,none,81.0
1929.0,female,21.0,63.0,69.0,65.0,85.0,2.6,high school,yes,standard,completed,65.66666666666667
4339.0,female,18.0,,16.0,35.0,98.18,13.5,high school,no,standard,completed,47.666666666666664
285.0,female,18.0,53.0,37.0,56.0,55.76,17.1,high school,no,free/reduced,none,48.666666666666664
8148.0,male,17.0,61.0,39.0,17.0,83.39,2.0,phd,,free/reduced,completed,39.0
,male,15.0,8.0,66.0,17.0,85.32,39.0,phd,no,free/reduced,completed,30.333333333333332
8994.0,male,18.0,52.0,0.0,66.0,95.98,5.7,master,no,standard,none,39.333333333333336
2306.0,male,20.0,37.0,97.0,61.0,97.92,37.7,,,free/reduced,completed,
,female,20.0,75.0,40.0,59.0,53.44,23.5,high school,,standard,completed,58.0
1238.0,female,15.0,99.0,,24.0,80.38,31.0,,yes,free/reduced,none,61.333333333333336
1021.0,male,,73.0,14.0,92.0,,29.1,master,,free/reduced,completed,59.666666666666664
11612.0,male,15.0,,40.0,,70.85,10.9,high school,,free/reduced,none,32.666666666666664
2710.0,female,20.0,58.0,25.0,,83.3,0.9,,,standard,completed,30.0
2067.0,female,18.0,88.0,12.0,3.0,53.74,7.1,high school,,free/reduced,completed,34.333333333333336
3731.0,female,16.0,44.0,8.0,5.0,52.49,16.7,bachelor,yes,free/reduced,,
1178.0,female,19.0,38.0,27.0,79.0,82.52,0.2,,no,free/reduced,,48.0
10213.0,female,21.0,73.0,82.0,60.0,97.1,4.2,high school,no,free/reduced,completed,71.66666666666667
9026.0,male,19.0,83.0,98.0,7.0,86.43,24.8,high school,yes,free/reduced,completed,
10651.0,male,18.0,,76.0,59.0,60.58,28.3,bachelor,,standard,completed,47.0
7061.0,female,,5.0,86.0,90.0,,24.4,,no,standard,none,60.333333333333336
5936.0,male,19.0,43.0,34.0,43.0,57.89,34.4,master,no,standard,completed,40.0
6125.0,female,18.0,83.0,84.0,47.0,74.43,6.4,bachelor,,standard,completed,71.33333333333333
3962.0,female,,74.0,52.0,80.0,66.13,37.6,,,standard,none,
6350.0,,16.0,15.0,21.0,97.0,82.77,7.4,bachelor,,free/reduced,completed,44.333333333333336
,male,15.0,7.0,75.0,14.0,,5.2,phd,,standard,completed,32.0
6961.0,male,20.0,60.0,29.0,28.0,71.65,13.8,,,free/reduced,none,39.0
8065.0,female,15.0,65.0,75.0,90.0,77.95,11.2,phd,,standard,none,76.66666666666667
1308.0,,16.0,36.0,18.0,49.0,58.59,33.3,master,yes,standard,none,34.333333333333336
,female,15.0,59.0,98.0,86.0,74.4,,high school,yes,standard,completed,81.0
8469.0,female,15.0,53.0,54.0,66.0,57.94,3.4,bachelor,yes,free/reduced,,57.666666666666664
,male,17.0,,58.0,93.0,94.59,14.4,bachelor,yes,free/reduced,none,62.0
6579.0,female,16.0,69.0,6.0,41.0,94.14,33.2,high school,yes,standard,none,
9919.0,male,17.0,47.0,16.0,21.0,56.82,,phd,no,free/reduced,none,
2295.0,female,16.0,,36.0,38.0,53.45,,bachelor,yes,free/reduced,none,32.333333333333336
,female,18.0,75.0,2.0,32.0,61.06,34.1,bachelor,,standard,none,36.333333333333336
9907.0,female,16.0,7.0,8.0,34.0,94.46,32.1,,yes,standard,completed,16.333333333333332
11849.0,male,21.0,69.0,44.0,,58.74,2.9,master,,standard,completed,61.333333333333336
5970.0,male,17.0,60.0,4.0,46.0,50.37,,master,no,free/reduced,none,
954.0,female,15.0,94.0,,78.0,74.66,4.4,phd,,free/reduced,,80.0
11399.0,female,21.0,15.0,8.0,37.0,66.04,8.0,high school,,standard,none,20.0
11981.0,male,21.0,35.0,71.0,90.0,,30.4,master,yes,free/reduced,none,65.33333333333333
3389.0,,19.0,,,6.0,70.51,4.1,master,,free/reduced,completed,18.0
47.0,female,21.0,,92.0,93.0,96.5,34.6,high school,,free/reduced,completed,78.66666666666667
10643.0,male,17.0,68.0,8.0,0.0,84.62,5.2,,no,standard,completed,25.333333333333332
8493.0,male,19.0,27.0,68.0,33.0,98.73,34.5,,,standard,none,42.666666666666664
5813.0,female,19.0,,48.0,0.0,63.28,1.8,high school,,standard,completed,34.0
6662.0,female,16.0,83.0,16.0,59.0,52.32,,,yes,standard,none,
1784.0,female,15.0,58.0,74.0,91.0,81.96,35.5,phd,,standard,completed,74.33333333333333
11208.0,,15.0,6.0,62.0,67.0,82.77,31.2,master,,free/reduced,completed,45.0
9335.0,female,17.0,98.0,90.0,32.0,93.85,27.9,master,no,standard,none,73.33333333333333
9935.0,male,18.0,52.0,59.0,11.0,58.07,33.1,high school,no,free/reduced,,40.666666666666664
6759.0,,18.0,36.0,2.0,82.0,96.73,19.2,master,no,,completed,
1155.0,female,19.0,30.0,20.0,46.0,76.84,14.5,bachelor,no,free/reduced,none,32.0
8530.0,male,17.0,10.0,2.0,56.0,,6.8,,no,free/reduced,,22.666666666666668
9688.0,female,21.0,31.0,,18.0,60.28,,phd,yes,standard,completed,32.333333333333336
4566.0,female,18.0,56.0,80.0,,64.5,9.6,,,standard,,
10595.0,male,19.0,47.0,98.0,61.0,86.27,,phd,,free/reduced,completed,68.66666666666667
11697.0,female,15.0,88.0,82.0,20.0,58.73,,master,,free/reduced,,
8545.0,male,18.0,23.0,40.0,87.0,52.38,24.3,phd,no,free/reduced,none,50.0
1226.0,female,16.0,,72.0,47.0,87.6,34.0,,,,completed,55.666666666666664
2767.0,female,20.0,53.0,25.0,86.0,91.7,39.2,bachelor,no,free/reduced,completed,54.666666666666664
2802.0,female,16.0,42.0,81.0,20.0,71.8,6.2,high school,yes,,none,47.666666666666664
,male,16.0,4.0,10.0,84.0,72.13,13.3,high school,yes,standard,,32.666666666666664
1870.0,female,16.0,55.0,13.0,13.0,76.1,7.2,high school,,free/reduced,completed,
8983.0,male,18.0,71.0,31.0,70.0,88.67,31.8,high school,no,standard,none,57.333333333333336
2590.0,male,15.0,39.0,75.0,60.0,89.74,14.5,,,standard,none,58.0
4590.0,male,18.0,85.0,20.0,27.0,77.67,7.0,phd,yes,,,
2698.0,female,15.0,92.0,73.0,27.0,59.92,18.0,high school,no,free/reduced,none,64.0
10690.0,male,15.0,40.0,,14.0,78.18,5.3,high school,yes,standard,none,42.666666666666664
6540.0,female,19.0,42.0,,34.0,58.09,12.2,high school,yes,standard,,40.0
952.0,female,17.0,66.0,74.0,8.0,99.62,23.8,master,no,standard,none,49.333333333333336
863.0,female,21.0,65.0,1.0,14.0,99.49,36.0,,,free/reduced,none,26.666666666666668
5042.0,female,15.0,57.0,,33.0,50.09,26.1,high school,,free/reduced,completed,61.666666666666664
3152.0,female,16.0,,3.0,59.0,97.29,6.9,,,free/reduced,completed,45.0
3126.0,female,19.0,47.0,32.0,55.0,80.68,18.6,master,,free/reduced,none,44.666666666666664
5051.0,,21.0,59.0,36.0,88.0,59.08,17.2,,no,free/reduced,none,61.0
864.0,female,16.0,58.0,15.0,46.0,87.44,,phd,no,free/reduced,completed,39.666666666666664
6062.0,male,,27.0,65.0,92.0,95.98,6.4,phd,yes,free/reduced,none,61.333333333333336
5186.0,female,21.0,16.0,39.0,47.0,77.01,3.6,,yes,standard,none,34.0
4933.0,male,,48.0,86.0,81.0,65.65,39.3,master,yes,standard,none,71.66666666666667
3722.0,male,17.0,83.0,,86.0,50.92,30.6,,yes,free/reduced,completed,
10603.0,male,21.0,55.0,68.0,92.0,53.75,31.3,high school,no,free/reduced,none,71.66666666666667
,male,20.0,90.0,42.0,,85.99,38.6,high school,,free/reduced,none,62.666666666666664
9783.0,,19.0,21.0,87.0,,76.06,37.5,,,free/reduced,none,45.0
6220.0,,16.0,9.0,49.0,,80.16,,bachelor,,,completed,49.666666666666664
9934.0,female,16.0,14.0,66.0,83.0,70.04,23.8,master,no,free/reduced,none,54.333333333333336
5850.0,female,18.0,59.0,86.0,56.0,75.29,28.9,phd,,free/reduced,completed,
6281.0,,19.0,,14.0,14.0,75.03,13.8,,yes,free/reduced,completed,10.333333333333334
2477.0,female,19.0,14.0,0.0,28.0,99.61,26.4,,no,free/reduced,completed,14.0
3354.0,male,19.0,27.0,29.0,2.0,73.99,17.5,master,yes,standard,completed,19.333333333333332
5784.0,male,15.0,7.0,54.0,68.0,66.36,16.7,bachelor,yes,standard,none,43.0
8006.0,male,17.0,19.0,60.0,14.0,87.38,15.3,bachelor,no,,,31.0
1018.0,male,15.0,94.0,51.0,,71.3,23.4,master,,free/reduced,none,79.66666666666667
2682.0,male,19.0,12.0,60.0,33.0,69.85,32.2,bachelor,,free/reduced,completed,
663.0,male,17.0,89.0,20.0,,50.77,14.7,phd,yes,standard,completed,54.0
4813.0,female,15.0,81.0,79.0,9.0,60.06,26.2,high school,no,,completed,56.333333333333336
6561.0,female,21.0,32.0,37.0,81.0,75.65,33.9,bachelor,yes,standard,,
3956.0,,15.0,9.0,20.0,71.0,79.95,1.8,phd,yes,,none,33.333333333333336
1093.0,female,16.0,63.0,99.0,58.0,95.43,36.3,master,yes,free/reduced,completed,73.33333333333333
,female,18.0,11.0,86.0,84.0,52.29,39.9,phd,yes,free/reduced,none,60.333333333333336
978.0,female,16.0,,7.0,42.0,57.14,17.4,high school,no,standard,completed,45.666666666666664
7464.0,male,19.0,23.0,99.0,71.0,96.47,32.8,high school,yes,standard,completed,64.33333333333333
537.0,female,15.0,33.0,,41.0,65.99,12.2,phd,yes,standard,completed,40.666666666666664
6187.0,male,17.0,27.0,78.0,90.0,94.62,,,yes,free/reduced,completed,65.0
3824.0,male,,,,51.0,89.05,39.9,master,,standard,none,40.0
7885.0,male,,79.0,16.0,88.0,92.21,,,no,standard,none,61.0
3987.0,female,21.0,26.0,59.0,73.0,64.27,26.7,bachelor,no,free/reduced,none,52.666666666666664
581.0,female,16.0,75.0,48.0,99.0,57.61,1.7,bachelor,no,standard,completed,74.0
11624.0,male,18.0,70.0,22.0,60.0,90.85,6.7,master,,standard,none,50.666666666666664
6815.0,male,,5.0,42.0,99.0,88.46,39.7,,,,none,
,male,16.0,5.0,84.0,52.0,52.99,1.8,,,standard,none,47.0
5281.0,female,17.0,,37.0,99.0,96.01,3.5,high school,no,free/reduced,completed,67.0
2179.0,,16.0,24.0,59.0,5.0,54.52,28.7,phd,no,free/reduced,none,29.333333333333332
10515.0,male,20.0,30.0,70.0,49.0,77.89,14.9,,yes,standard,completed,49.666666666666664
11863.0,female,19.0,37.0,78.0,71.0,,22.6,phd,no,free/reduced,completed,
11831.0,male,16.0,86.0,25.0,65.0,76.91,,,yes,standard,completed,58.666666666666664
6490.0,female,20.0,31.0,79.0,8.0,89.31,22.8,master,no,standard,completed,39.333333333333336
9773.0,male,21.0,43.0,,33.0,68.11,11.6,,yes,standard,none,33.333333333333336
6868.0,,19.0,3.0,30.0,25.0,77.89,25.8,master,yes,free/reduced,completed,19.333333333333332
112.0,male,19.0,55.0,78.0,66.0,77.16,13.4,phd,yes,standard,none,66.33333333333333
8191.0,female,18.0,55.0,76.0,10.0,76.58,6.9,,no,standard,completed,47.0
10498.0,female,15.0,11.0,91.0,,,37.2,master,yes,standard,none,48.0
83.0,male,21.0,92.0,56.0,27.0,52.27,11.5,phd,no,standard,completed,58.333333333333336
6655.0,female,21.0,98.0,48.0,37.0,65.03,35.8,master,yes,free/reduced,none,61.0
1961.0,female,21.0,21.0,34.0,58.0,99.8,4.2,phd,yes,standard,completed,37.666666666666664
8623.0,male,18.0,,,,68.34,16.4,bachelor,,free/reduced,completed,72.66666666666667
3674.0,female,18.0,30.0,27.0,33.0,,34.5,,,standard,,30.0
1847.0,female,20.0,24.0,5.0,,99.36,21.9,master,no,free/reduced,completed,14.333333333333334
,female,20.0,31.0,41.0,9.0,50.53,27.7,bachelor,no,standard,none,27.0
6909.0,male,18.0,32.0,96.0,83.0,53.94,10.2,high school,yes,standard,completed,
3297.0,female,20.0,86.0,18.0,70.0,52.17,28.5,high school,,standard,none,58.0
8958.0,female,,83.0,30.0,44.0,74.25,24.0,,yes,standard,completed,52.333333333333336
11884.0,male,19.0,5.0,60.0,84.0,98.8,38.9,phd,yes,,,49.666666666666664
4780.0,female,16.0,,79.0,38.0,,2.7,,no,standard,completed,69.66666666666667
10210.0,female,20.0,31.0,74.0,43.0,91.41,17.0,,no,,none,49.333333333333336
4258.0,female,20.0,,83.0,3.0,91.49,8.9,master,,free/reduced,none,47.333333333333336
7922.0,male,17.0,51.0,17.0,45.0,,2.3,bachelor,no,standard,completed,37.666666666666664
228.0,female,18.0,40.0,50.0,28.0,90.38,,,no,free/reduced,completed,39.333333333333336
3486.0,male,,24.0,80.0,93.0,90.35,4.6,,no,standard,completed,65.66666666666667
8815.0,female,15.0,0.0,72.0,42.0,70.44,15.1,bachelor,no,free/reduced,none,38.0
3178.0,male,18.0,82.0,89.0,73.0,66.27,,,,free/reduced,none,81.33333333333333
8028.0,male,16.0,46.0,,28.0,76.02,33.8,bachelor,,standard,none,53.333333333333336
11106.0,female,18.0,,77.0,56.0,83.27,2.7,,,standard,completed,73.66666666666667
3559.0,female,15.0,,99.0,96.0,59.65,,master,no,free/reduced,,88.66666666666667
9060.0,male,16.0,53.0,12.0,92.0,59.46,12.3,bachelor,,standard,none,52.333333333333336
7712.0,male,19.0,84.0,21.0,11.0,68.81,3.4,master,,standard,completed,38.666666666666664
5408.0,female,18.0,36.0,46.0,27.0,52.55,7.8,,yes,free/reduced,completed,36.333333333333336
5062.0,female,21.0,41.0,36.0,22.0,79.53,18.1,,no,free/reduced,none,33.0
4578.0,male,20.0,10.0,55.0,82.0,97.13,,master,yes,free/reduced,completed,49.0
609.0,female,21.0,94.0,46.0,,62.59,19.4,phd,yes,standard,none,53.333333333333336
,male,18.0,85.0,38.0,26.0,58.38,34.4,bachelor,,free/reduced,none,49.666666666666664
646.0,male,17.0,76.0,18.0,49.0,98.19,3.3,,,free/reduced,completed,
10225.0,male,20.0,44.0,37.0,86.0,50.48,22.8,master,,standard,completed,55.666666666666664
5769.0,female,20.0,64.0,45.0,50.0,52.3,23.3,bachelor,no,standard,none,53.0
8592.0,male,17.0,,89.0,94.0,80.68,11.0,,,standard,none,66.33333333333333
1937.0,male,,1.0,60.0,7.0,59.77,13.9,high school,,standard,none,22.666666666666668
835.0,male,16.0,35.0,,23.0,65.76,23.3,phd,,standard,none,52.666666666666664
,female,,74.0,73.0,,91.51,32.0,phd,no,free/reduced,completed,54.333333333333336
3393.0,female,21.0,81.0,59.0,95.0,75.22,7.6,bachelor,,free/reduced,completed,78.33333333333333
8998.0,,21.0,85.0,85.0,69.0,66.8,16.4,,yes,standard,none,79.66666666666667
3067.0,male,20.0,61.0,94.0,29.0,57.02,29.9,,,free/reduced,none,
1331.0,,21.0,29.0,31.0,,60.84,,phd,,free/reduced,completed,32.333333333333336
5597.0,female,15.0,21.0,39.0,71.0,77.72,0.1,master,,free/reduced,none,43.666666666666664
776.0,male,21.0,67.0,85.0,46.0,61.28,16.3,,yes,standard,none,66.0
10991.0,male,16.0,23.0,18.0,69.0,85.28,12.8,phd,,free/reduced,none,36.666666666666664
8515.0,female,20.0,6.0,35.0,58.0,,17.3,,,free/reduced,none,33.0
5045.0,female,18.0,79.0,43.0,46.0,71.99,,,,free/reduced,none,56.0
3181.0,male,21.0,11.0,24.0,17.0,92.43,,bachelor,yes,standard,completed,17.333333333333332
7613.0,male,18.0,88.0,39.0,84.0,51.48,24.2,high school,yes,,completed,70.33333333333333
11549.0,male,15.0,21.0,71.0,85.0,91.41,14.4,master,,free/reduced,completed,59.0
2292.0,female,16.0,16.0,40.0,88.0,75.45,34.8,,,standard,none,48.0
391.0,male,16.0,22.0,,57.0,69.81,17.5,phd,yes,,none,44.0
3034.0,male,19.0,76.0,41.0,9.0,82.59,18.0,,yes,free/reduced,completed,
8009.0,female,15.0,8.0,20.0,4.0,85.26,3.2,bachelor,no,free/reduced,none,10.666666666666666
10608.0,female,15.0,3.0,27.0,1.0,66.99,27.2,,no,free/reduced,completed,10.333333333333334
3298.0,female,17.0,,86.0,34.0,72.15,35.0,,,free/reduced,completed,62.0
7561.0,female,,92.0,73.0,95.0,87.34,24.6,high school,no,,none,86.66666666666667
8417.0,female,19.0,90.0,27.0,86.0,86.2,18.6,bachelor,,free/reduced,completed,67.66666666666667
2282.0,male,19.0,73.0,34.0,81.0,72.39,13.3,phd,no,standard,completed,62.666666666666664
10817.0,female,19.0,25.0,26.0,62.0,65.62,2.5,master,,standard,completed,37.666666666666664
5162.0,,19.0,67.0,85.0,46.0,61.63,10.2,bachelor,,standard,completed,66.0
,male,,5.0,98.0,19.0,50.65,26.1,bachelor,,standard,completed,40.666666666666664
4910.0,male,18.0,85.0,16.0,65.0,52.63,10.6,bachelor,no,standard,none,55.333333333333336
10912.0,male,21.0,30.0,97.0,40.0,60.8,20.8,high school,yes,standard,completed,55.666666666666664
726.0,male,18.0,55.0,85.0,52.0,62.35,37.0,master,,free/reduced,,
9060.0,male,16.0,53.0,12.0,92.0,59.46,12.3,bachelor,,standard,none,52.333333333333336
2691.0,,,85.0,16.0,41.0,80.29,18.5,,yes,standard,none,47.333333333333336
9077.0,female,19.0,75.0,67.0,95.0,98.73,32.0,master,no,free/reduced,,79.0
2358.0,male,17.0,36.0,48.0,99.0,72.52,8.1,bachelor,,free/reduced,completed,61.0
7116.0,male,,93.0,64.0,21.0,94.29,26.7,,no,free/reduced,none,59.333333333333336
3959.0,male,,66.0,5.0,16.0,79.8,13.3,master,yes,standard,completed,
3480.0,female,,33.0,52.0,1.0,72.84,,bachelor,yes,standard,completed,28.666666666666668
2148.0,male,18.0,30.0,63.0,74.0,70.75,19.9,,yes,free/reduced,completed,55.666666666666664
8189.0,,18.0,21.0,9.0,43.0,69.13,,bachelor,,free/reduced,completed,24.333333333333332
,male,17.0,76.0,90.0,48.0,98.57,9.6,,no,free/reduced,none,71.33333333333333
3085.0,,20.0,29.0,82.0,28.0,55.73,7.4,bachelor,no,standard,none,46.333333333333336
10103.0,female,18.0,,33.0,88.0,55.29,23.9,,no,standard,none,61.666666666666664
2704.0,male,20.0,91.0,60.0,48.0,87.94,34.9,master,,free/reduced,none,66.33333333333333
10375.0,female,21.0,47.0,29.0,1.0,79.25,6.8,high school,yes,standard,none,
6148.0,male,19.0,11.0,8.0,45.0,,11.4,phd,yes,free/reduced,none,21.333333333333332
,,17.0,,81.0,41.0,75.79,36.5,,,standard,none,71.0
1863.0,male,21.0,6.0,26.0,26.0,,10.4,high school,,standard,none,19.333333333333332
9727.0,male,17.0,4.0,,83.0,57.74,9.9,phd,yes,free/reduced,completed,40.0
9659.0,male,16.0,83.0,44.0,21.0,,7.3,phd,no,standard,none,49.333333333333336
9880.0,female,19.0,30.0,54.0,86.0,,9.9,,no,standard,none,56.666666666666664
10902.0,female,15.0,20.0,63.0,,76.03,,high school,no,free/reduced,completed,30.0
2777.0,male,19.0,62.0,21.0,18.0,50.72,24.5,,no,free/reduced,none,33.666666666666664
6732.0,,20.0,55.0,99.0,12.0,65.77,9.4,,,standard,none,
4132.0,male,15.0,,2.0,21.0,88.83,31.5,master,,free/reduced,completed,10.333333333333334
9224.0,female,,70.0,23.0,9.0,99.72,20.0,,,standard,none,34.0
5877.0,male,16.0,45.0,84.0,53.0,71.95,25.0,,no,free/reduced,none,60.666666666666664
3134.0,male,16.0,70.0,5.0,23.0,70.31,24.9,phd,,free/reduced,completed,
